"attracts","care_level","cycle","cones","cuisine","drought_tolerant","edible_fruit","edible_leaf","flowers","flower_color","flowering_season","fruits","fruit_color","growth_rate","hardiness_min","hardiness_max","harvest_season","indoor","invasive","leaf","leaf_color","maintenance","medicinal","origin","pest_susceptibility","poisonous_to_humans","poisonous_to_pets","propagation","pruning_month","salt_tolerant","seeds","soil","sunlight","thorny","tropical","type","watering","watering_period","id"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","8","10","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""California"",""USA""]","[]","0","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","castilleja_wightii"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","Brown","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America"",""Canada"",""United States""]","[]","1","1","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Acidic""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","kalmia_microphylla"
"[""Birds"",""Bees""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Moderate","5","9","Autumn","FALSE","FALSE","TRUE","","Moderate","TRUE","[""United States""]","[""Aphids"",""Borers"",""Scale insects""]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Tree","Average","Morning","crataegus_marshallii"
"[""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","Brown","Moderate","4","9","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","1","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","erigeron_philadelphicus"
"[""Hummingbirds"",""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Orange","Spring","TRUE","","High","8","10","","FALSE","TRUE","TRUE","Green","Moderate","FALSE","[""United States""]","[]","0","0","[""Cutting"",""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Vine","Average","Morning","bignonia_capreolata"
"[]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""United States""]","[]","1","1","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","packera_anonyma"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe""]","[""Aphids""]","0","0","[""Seed Propagation"",""Cutting""]","August","TRUE","1","[""Moist"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Frequent","Morning","ranunculus_flammula"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","9","","TRUE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe"",""Asia"",""North America""]","[""Slugs""]","0","0","[""Spore Propagation""]","May","FALSE","0","[""Acidic"",""Well-drained"",""Moist""]","[""Filtered shade""]","FALSE","FALSE","Moss","Average","Morning","radula_complanata"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","6","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America"",""Europe""]","[]","0","0","[""Spore""]","March","FALSE","0","[""Moist"",""Well-drained""]","[""Filtered shade"",""Part shade""]","FALSE","FALSE","Moss","Average","Morning","isothecium_stoloniferum"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","2","7","","FALSE","FALSE","FALSE","","Low","FALSE","[""Northern Hemisphere""]","[""Fungal diseases""]","0","0","[""Spores""]","March","FALSE","0","[""Acidic"",""Well-drained""]","[""Part shade"",""Full sun""]","FALSE","FALSE","Moss","Minimum","Morning","polytrichum_piliferum"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Asia"",""Polynesia"",""Hawaii"",""America""]","[]","0","0","[""Spore propagation""]","April","FALSE","0","[""Acidic"",""Moist"",""Well-drained""]","[""Part shade"",""Filtered shade""]","FALSE","TRUE","Fern","Average","Morning","lycopodiella_cernua"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","1","6","","TRUE","FALSE","TRUE","Green","Low","FALSE","[""Holarctic regions""]","[]","0","0","[""Spore Propagation""]","March","FALSE","0","[""Acidic"",""Gravelly"",""Well-drained""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Moss","Average","Morning","dicranoweisia_cirrata"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","8","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""North America"",""Europe""]","[]","0","0","[""Spore Propagation""]","March","FALSE","0","[""Moist"",""Well-drained""]","[""Filtered shade""]","FALSE","FALSE","Moss","Average","Morning","orthotrichum_lyellii"
"[""Hummingbirds"",""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","TRUE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Average","Morning","diervilla_lonicera"
"[""Bees"",""Butterflies""]","Medium","Biennial","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","Yellow","Spring","TRUE","Black","Moderate","5","9","Spring","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Europe""]","[]","0","0","[""Seed Propagation""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Herb","Average","Morning","smyrnium_olusatrum"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","10","12","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Central America"",""South America""]","[]","0","0","[""Division"",""Seed Propagation""]","April","FALSE","0","[""Well-drained"",""Loamy""]","[""Filtered shade""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","calathea_crotalifera"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Green","Summer","TRUE","Brown","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","June","FALSE","1","[""Wet"",""Boggy"",""Silty""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Grass","Frequent","Morning","glyceria_canadensis"
"[""Bees""]","Easy","Biennial","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","Yellow","Summer","TRUE","Brown","Moderate","4","9","Summer","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","July","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Minimum","Morning","hieracium_venosum"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","White","Spring","TRUE","Red","Low","2","6","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America"",""Europe"",""Asia""]","[]","0","0","[""Seed Propagation"",""Cutting""]","June","FALSE","1","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Shrub","Minimum","Morning","arctostaphylos_uva-ursi"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Green","Spring","FALSE","","Moderate","3","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","August","TRUE","1","[""Moist"",""Wet"",""Clay"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Sedge","Frequent","Morning","carex_vulpinoidea"
"[""Bees"",""Butterflies"",""Birds""]","Medium","Perennial","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","Green","Spring","TRUE","Purple","Moderate","4","9","Autumn","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[""Japanese Beetle"",""Grape Berry Moth"",""Black Rot""]","0","1","[""Cutting"",""Seed Propagation""]","March","FALSE","1","[""Loamy"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Vine","Average","Morning","vitis_labrusca"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Green","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""North America""]","[]","0","1","[""Seed Propagation"",""Cutting""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","ranunculus_occidentalis"
"[]","High","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","10","11","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Madagascar""]","[]","0","0","[""Division""]","March","FALSE","1","[""Well-drained"",""Loamy"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","ravenala_madagascariensis"
"[]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Acidic"",""Well-drained"",""Gravelly""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","pinus_albicaulis"
"[]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","TRUE","","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""Western North America""]","[""White pine blister rust""]","0","0","[""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Conifer","Minimum","Morning","pinus_monticola"
"[]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","3","7","","FALSE","FALSE","TRUE","Bluish-green","Moderate","FALSE","[""Western North America""]","[""Root rot""]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","abies_concolor"
"[]","Medium","Perennial","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","","","TRUE","Blue","Low","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Western United States""]","[""Spider mites"",""Juniper scale""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","juniperus_occidentalis"
"[]","High","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","7","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","tsuga_mertensiana"
"[]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","5","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""California"",""Oregon""]","[""Heart rot""]","0","0","[""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Rocky""]","[""Full sun""]","FALSE","FALSE","Tree","Average","Morning","abies_magnifica"
"[]","Medium","Perennial","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","6","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","March","TRUE","1","[""Well-drained"",""Acidic""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Tree","Average","Morning","picea_sitchensis"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","6","9","","FALSE","FALSE","FALSE","","Low","FALSE","[""North America""]","[]","0","0","[]","September","FALSE","1","[""Well-drained"",""Acidic""]","[""Filtered shade""]","FALSE","FALSE","Fruit","Average","Morning","calostoma_cinnabarinum"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Western North America""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Wildflower","Minimum","Morning","taraxia_ovata"
"[]","High","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","0","0","","FALSE","FALSE","FALSE","","High","FALSE","[""Europe"",""North America"",""Asia""]","[]","0","0","[]","April","FALSE","0","[""Acidic"",""Well-drained""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Foliage House plants","Average","Morning","sarcosphaera_coronaria"
"[]","Easy","Annual","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Various, including pink, purple, orange, red, white","Summer","FALSE","","Moderate","10","11","","TRUE","TRUE","TRUE","Green","Low","FALSE","[""Eastern Africa""]","[""Aphids"",""Spider mites"",""Whiteflies"",""Powdery mildew""]","0","0","[""Seed Propagation"",""Cutting""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Annual","Frequent","Morning","impatiens_walleriana"
"[""Bees"",""Birds""]","Medium","Perennial","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","Yellow","Spring","TRUE","Red","Low","9","11","Autumn","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Mexico"",""Southwestern United States""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun""]","FALSE","FALSE","Tree","Minimum","Morning","bursera_microphylla"
"[""Bees"",""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Low","5","9","","TRUE","FALSE","TRUE","","Low","FALSE","[""United States"",""Mexico""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","TRUE","1","[""Well-drained"",""Gravelly""]","[""Full sun""]","TRUE","FALSE","Cactus","Minimum","Morning","echinocereus_mojavensis"
"[""Bees"",""Butterflies""]","Easy","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","TRUE","Red","Low","9","11","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Mexico"",""United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","TRUE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","FALSE","Cactus","Minimum","Morning","mammillaria_dioica"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""United States"",""Mexico""]","[]","0","0","[""Seed Propagation"",""Cutting""]","March","TRUE","1","[""Sandy"",""Well-drained""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","larrea_tridentata"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","7","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Moist"",""Well-drained""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Herb","Average","Morning","boykinia_occidentalis"
"[""Butterflies""]","Easy","Perennial","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","White","Spring","TRUE","Red","Moderate","6","9","","TRUE","FALSE","TRUE","Green","Low","TRUE","[""Asia""]","[""Fungal leaf spot"",""Aphids""]","0","0","[""Cutting"",""Seed Propagation""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Partial shade"",""Full shade""]","FALSE","FALSE","Herbaceous perennial","Average","Morning","saxifraga_stolonifera"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","White","Summer","TRUE","","Moderate","5","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America"",""United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Loamy""]","[""Part shade""]","FALSE","FALSE","Wildflower","Average","Morning","saxifraga_mertensiana"
"[""Bees"",""Butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","TRUE","Brown","Moderate","9","11","","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Southeast Asia"",""China"",""Indian Subcontinent""]","[""Spider mites"",""Aphids"",""Whiteflies""]","0","0","[""Seed Propagation"",""Cutting""]","March","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Tree","Average","Morning","bauhinia_variegata"
"[]","High","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Silver","Winter","TRUE","Black","Low","9","11","","FALSE","FALSE","TRUE","Silver","High","FALSE","[""Hawaii""]","[""Fungal leaf spot""]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","argyroxiphium_sandwicense"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","2","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Northern Hemisphere""]","[""Insects"",""Fungal attacks""]","0","0","[""Spore""]","August","TRUE","0","[""Well-drained"",""Acidic"",""Rocky""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Moss","Average","Morning","polytrichum_juniperinum"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Moderate","4","9","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Global""]","[]","0","0","[""Spores""]","March","FALSE","0","[""Moist"",""Acidic""]","[""Partial shade""]","FALSE","FALSE","Moss","Frequent","Morning","polytrichum_commune"
"[""Bees"",""Butterflies""]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Spring","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""USA""]","[]","0","0","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Wildflower","Minimum","Morning","phacelia_minor"
"[]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","Low","3","8","","TRUE","FALSE","FALSE","","Low","FALSE","[""North America"",""Europe"",""Asia""]","[]","0","0","[]","November","FALSE","0","[""Well-drained"",""Loamy""]","[""Part shade"",""Filtered shade""]","FALSE","FALSE","Foliage House plants","Average","Evening","panellus_stipticus"
"[""Birds"",""Pollinators""]","Medium","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Red","Spring","TRUE","Brown","Moderate","9","11","Summer","FALSE","FALSE","TRUE","Green","Moderate","TRUE","[""Asia"",""Australia""]","[""Fungal leaf spot"",""Canker""]","0","0","[""Seed Propagation"",""Cutting""]","April","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun""]","TRUE","TRUE","Tree","Average","Morning","bombax_ceiba"
"[""Butterflies"",""Bees""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Summer","FALSE","","Moderate","10","11","","TRUE","FALSE","TRUE","Green","Moderate","FALSE","[""Africa"",""Arabian Peninsula""]","[""Spider mites"",""Whiteflies""]","0","0","[""Cutting"",""Seed Propagation""]","February","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","TRUE","Herbaceous perennial","Average","Morning","pentas_lanceolata"
"[]","Easy","Perennial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Blue","Spring","FALSE","","Moderate","3","8","","TRUE","FALSE","TRUE","","Low","FALSE","[""Turkey""]","[]","0","0","[""Seed Propagation"",""Division""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Bulb","Average","Morning","scilla_forbesii"
"[]","Medium","Perennial","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","6","11","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""North America""]","[]","0","0","[""Seed Propagation"",""Cutting""]","April","TRUE","1","[""Well-drained"",""Sandy"",""Rocky""]","[""Full sun"",""Part shade""]","TRUE","FALSE","Shrub","Minimum","Morning","yucca_schidigera"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Spring","FALSE","","Low","5","9","","FALSE","FALSE","TRUE","Green","Low","TRUE","[""United States"",""Mexico""]","[]","0","1","[""Seed Propagation""]","March","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","TRUE","FALSE","Shrub","Minimum","Morning","thamnosma_montana"
"[""Bees"",""Hummingbirds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Spring","FALSE","","Moderate","4","8","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Western United States""]","[]","0","0","[""Seed Propagation""]","November","FALSE","1","[""Well-drained"",""Rocky"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","penstemon_palmeri"
"[""Bees""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","TRUE","Brown","Low","8","11","","FALSE","FALSE","FALSE","","Low","FALSE","[""Mexico"",""United States""]","[""Scale insects""]","0","0","[""Cutting"",""Seed Propagation""]","May","TRUE","1","[""Rocky"",""Gravelly"",""Well-drained""]","[""Full sun""]","TRUE","FALSE","Succulent","Minimum","Morning","cylindropuntia_ramosissima"
"[]","Easy","Biennial","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","FALSE","","High","2","10","","FALSE","TRUE","TRUE","Green","Low","FALSE","[""Mediterranean"",""Asia"",""Europe""]","[""Fungal Leaf Spot"",""Rusts"",""Powdery Mildew""]","0","0","[""Seed Propagation""]","May","FALSE","1","[""Well-drained"",""Loamy""]","[""Full sun"",""Partial shade""]","FALSE","FALSE","Grass","Average","Morning","lolium_multiflorum"
"[""hummingbirds"",""bees"",""butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Spring","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Western United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Sandy"",""Gravelly""]","[""Full sun""]","FALSE","FALSE","Forb","Minimum","Morning","penstemon_eatonii"
"[""Butterflies""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Summer","FALSE","","Moderate","7","10","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Southwestern United States"",""Mexico""]","[]","0","0","[""Seed Propagation""]","September","TRUE","1","[""Well-drained"",""Gravelly"",""Dry""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","baileya_multiradiata"
"[]","Medium","Perennial","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","Green","Summer","FALSE","","Low","4","9","Summer","FALSE","FALSE","TRUE","Green","Low","TRUE","[""Europe"",""North America""]","[]","0","0","[""Seed Propagation""]","August","TRUE","1","[""Well-drained"",""Sandy"",""Loamy"",""Clay""]","[""Full sun""]","FALSE","FALSE","Herb","Minimum","Morning","plantago_maritima"
"[""Bees""]","Medium","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Spring","FALSE","","Moderate","8","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Southwestern United States""]","[]","0","0","[""Seed Propagation""]","May","FALSE","1","[""Well-drained"",""Dry""]","[""Full sun""]","FALSE","FALSE","Wildflower","Minimum","Morning","rafinesquia_neomexicana"
"[]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Yellow","Spring","FALSE","","Low","5","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""USA"",""Mexico""]","[""Root rot""]","0","0","[""Seed Propagation""]","April","TRUE","1","[""Gravelly"",""Loamy"",""Rocky"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Shrub","Minimum","Morning","coleogyne_ramosissima"
"[""Bees"",""Butterflies""]","Easy","Annual","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Pink","Summer","TRUE","","High","2","11","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""Mexico"",""United States""]","[]","0","0","[""Seed Propagation""]","September","FALSE","1","[""Well-drained"",""Sandy"",""Loamy""]","[""Full sun""]","FALSE","FALSE","Annual","Average","Morning","cosmos_bipinnatus"
"[""bees"",""butterflies""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Purple","Spring","FALSE","","Moderate","3","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""United States"",""Mexico""]","[]","1","1","[""Seed Propagation""]","August","FALSE","1","[""Well-drained""]","[""Full sun""]","FALSE","FALSE","Flower","Average","Morning","delphinium_parishii"
"[""Bees"",""Hummingbirds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Red","Spring","FALSE","","Moderate","6","9","","FALSE","FALSE","TRUE","Green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Herbaceous perennial","Minimum","Morning","penstemon_utahensis"
"[""Bees"",""Hummingbirds""]","Easy","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","Blue","Summer","FALSE","","Low","5","9","","FALSE","FALSE","TRUE","Gray-green","Low","FALSE","[""United States""]","[]","0","0","[""Seed Propagation"",""Cutting""]","August","FALSE","1","[""Well-drained"",""Rocky""]","[""Full sun"",""Part shade""]","FALSE","FALSE","Flower","Minimum","Morning","penstemon_linarioides"
"[""Bees"",""Hummingbirds""]","Medium","Perennial","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","White","Summer","FALSE","","Moderate","4","9","","FALSE","FALSE","TRUE","Green","Moderate","FALSE","[""North America""]","[]","0","0","[""Seed Propagation""]","August","FALSE","1","[""Well-drained"",""Sandy""]","[""Full sun""]","FALSE","FALSE","Flower","Minimum","Morning","penstemon_deustus"
